VOA Reference,Property Description,Address1,Address2,Address3,Address4,Address5,Post Code,Empty Date
HOR1611050000,SURGERY AND PREMISES,The Surgery,Twelfth Street,Horden,Peterlee   Co Durham,,SR8 4QH,20160923
HOR1643050500,PUBLIC HOUSE AND PREMISES,Jumpin Jacks,Warren Street,Horden,Peterlee,Co Durham,SR8 4ND,20000110
HOR1643050700,GARAGE AND PREMISES,Horden Hotel (Rear),Warren Street,Horden,Peterlee   Co Durham,,SR8 4ND,19950401
HOR1643050900,BETTING SHOP AND PREMISES,Horden Hotel (Rear),Warren Street,Horden,Peterlee   Co Durham,,SR8 4ND,20020123
HOR1668550000,CLUB AND PREMISES,Horden CW AFC Supporters Club,Welfare Park,Horden,Peterlee,Co Durham,SR8 4LW,20160401
HUT0126851000,WORKSHOP AND PREMISES,Hilltop Gardens Workshop,Station Town,Wingate,Co Durham,,TS28 5PF,19970922
HUT0842074100,SHOP AND PREMISES,Summerhill,Hutton Henry,Hartlepool,Cleveland,,TS27 4RH,20120201
HUT1440050400,FUNERAL PARLOUR AND PREMISES,Ne Co-op,Station Lane,Station Town,Wingate    Co Durham,,TS28 5DG,19970103
HUT1456063010,WAREHOUSE AND PREMISES,Former Fox Industries Rodridge Farm,Station Town,Wingate,Co Durham,,TS28 5HG,20150529
HUT1456064700,COMMUNITY CENTRE AND PREMISES,Community Centre,Station Town,Wingate,Co Durham,,TS28 5HD,20150319
LAN0441050100ND,SHOP AND PREMISES,The Fish Shop,Deneside,Lanchester,Durham,,DH7 0LA,20020523
LAN0441050200ND,SHOP AND PREMISES,Deneside Store,Deneside,Lanchester,Durham,,DH7 0LZ,20040401
LAN0682002300ND,SHOP AND PREMISES,23A Front Street,Lanchester,Durham,,,DH7 0LA,20170401
LAN1021950800ND,STORE AND PREMISES,Unit 1A -,Langley Park North Ind Estate,Langley Park,Durham,,DH7 6TX,20091201
LAP0683050902ND,SHOP AND PREMISES,36 Front Street,Langley Park,Durham,,,DH7 9SD,20150910
LAP0745550001ND,LIVERY STABLES,Livery Stables,Green Lane,Burnhope,Durham,,DH7 0DS,20141001
MON0315096300,HAIRDRESSING SALON AND PREMISES,Partners,Coast Road,Blackhall Colliery,Hartlepool,Cleveland,TS27 4AN,20101107
MON0611050400,VILLAGE HALL AND PREMISES,Community Centre,Front Street,Hesleden,Hartlepool Cleveland,,TS27 4PH,20161208
MON0653001701,GARAGE AND PREMISES,Rear,17 Glenholme Terrace,Blackhall Colliery,Hartlepool Cleveland,,TS27 4HU,20070401
MON0707000100,FACTORY AND PREMISES,Unit 1,Blackhall Colliery Industrial Estate,Hackworth Road,Blackhall Colliery,Hartlepool,TS27 4EL,20160301
MON0707000200,WORKSHOP AND PREMISES,Unit 2,Blackhall Colliery Industrial Estate,Hackworth Road,Blackhall Colliery,Hartlepool,TS27 4EL,20141001
MON0707000800,FACTORY AND PREMISES,Unit 8,Blackhall Colliery Industrial Estate,Hackworth Road,Blackhall Colliery,Hartlepool,TS27 4EL,20161020
MON0707050300,FACTORY AND PREMISES,Units 1A-B & 2A-B,Blackhall Colliery Industrial Estate,Hackworth Road,Blackhall Colliery,Hartlepool,TS27 4EL,20161207
MON1105050000,SHOP AND PREMISES,North Street,Blackhall Colliery,Hartlepool,Cleveland,,TS27 4LR,19950401
MON1334000101,HAIRDRESSING SALON AND PREMISES,1A Seventh Street,Blackhall Colliery,Hartlepool,Cleveland,,TS27 4ET,19950705
MUR0295050000,CLUB AND PREMISES BEYOND ECONOMIC REPAIR,Murton Victoria Social Club,Church Street,Murton,Seaham,Co Durham,SR7 7NX,20140126
MUR0317301105,WORKSHOP AND PREMISES,Unit 11 Site 4,Cold Hesledon,Industrial Estate,Murton,Seaham Co Durham,SR7 8ST,20161031
MUR031751805,WORKSHOP AND PREMISES,Unit 5A,Cold Hesledon Industrial Estate,Murton,Seaham,Co Durham,SR7 8ST,20160420
MUR0471050000,CAFE AND PREMISES,Shop,Durham Place,Murton,Seaham,Co Durham,SR7 9JA,20161001
MUR0651050000,SCHOOL AND PREMISES,Murton Impact,Glebe View,Murton,Seaham,Co Durham,SR7 9LX,20150731
MUR1051001700,SHOP AND PREMISES,17 Dalton Park,Murton,Seaham,Co Durham,,SR7 9HU,20170322
MUR1051008500,SHOP AND PREMISES,85 Dalton Park,Murton,Seaham,Co Durham,,SR7 9HU,20170321
MUR1152050000,PROPERTY UNDERGOING RECONSTRUCTION,Park Lane Stores,Park Lane,Murton,Seaham,Co Durham,SR7 9QJ,20160401
MUR1774000900,WORKSHOP AND PREMISES,Rear,9 Woods Terrace,Murton,Seaham     Co Durham,,,20080112
MUR1774003001,SHOP AND PREMISES,30 Woods Terrace,Murton,Seaham,Co Durham,,SR7 9AG,20170307
N00000000213,WAREHOUSE AND PREMISES,Unit 4 Sunflag Industrial Park,Belmont Industrial Estate,Belmont,Durham,,DH1 1ST,20151001
N00000000230,OFFICES AND PREMISES,Ground Floor,Ribble House,10 Mandale Business Park,Belmont Industrial Estate,Durham,DH1 1TH,20140331
N00000000281,OFFICE AND PREMISES,Suite 3 Ground Floor,Whitfield House,1 Whitfield Court,Meadowfield Industrial Estate,Durham,DH7 8XL,20161201
N00000000282,OFFICE AND PREMISES,Suite 4 Ground Floor,Whitfield House,1 Whitfield Court,Meadowfield Industrial Estate,Durham,DH7 8XL,20170216
N00000000338,OFFICES AND PREMISES,Durham Preservation,Damson House,Damson Way,Durham,,DH1 2XD,20081001
N00000000412,OFFICES AND PREMISES,Ground Floor Unit 17,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20160422
N00000000474,OFFICES AND PREMISES,Security Office,Tees House,12 Mandale Business Park,Belmont Industrial Estate,Durham,DH1 1TH,20150420
N00000000512,RESTAURANT AND PREMISES,87a & 87b Elvet Bridge,Durham,,,,DH1 3AG,20161020
N00000000600,WORKSHOP AND PREMISES,Unit N16a,Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20160514
N00000000880,OFFICE AND PREMISES,Suite 6 First Floor,Trafford Place,High Street,Carrville,Durham,DH1 1BE,20151203
N00000000881,OFFICE AND PREMISES,Suite 7 First Floor,Trafford Place,High Street,Carrville,Durham,DH1 1BE,20160401
N00000000882,OFFICE AND PREMISES,Suite 4 First Floor,Trafford Place,High Street,Carrville,Durham,DH1 1BE,20091218
N00000001072,COMMUNICATION STATION AND PREMISES,Orange (dur7001) Rooftop Dunelm House,New Elvet,Durham,,,DH1 3AN,20130521
N00000001083,COMMUNICATION STATION AND PREMISES,Vodafone (37081),Rennys Lane,Gilesgate Moor,Durham,,DH1 2YD,20160812
N00000001170,OFFICES AND PREMISES,Suite 3 The Crossgate Centre,Crossgate,Durham,,,DH1 4HF,20160901
N00000001182,OFFICES AND PREMISES,Suite 6 Ground Floor,Whitfield House,1 Whitfield Court,Meadowfield Industrial Estate,Durham,DH7 8XL,20170302
N00000001284,WORKSHOP AND PREMISES,Unit S3 Rooms 38-39,Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20160514
PET0056001200,FACTORY AND PREMISES,12 Armstrong Road,Peterlee,Co Durham,,,SR8 5AJ,20170401
PET0056001950,WAREHOUSE AND PREMISES,19-20 Armstrong Road,Peterlee,Co Durham,,,SR8 5AE,20140101
PET0056002205,WAREHOUSE AND PREMISES,22 Armstrong Road,Peterlee,Co Durham,,,SR8 5AJ,20140825
PET0107052800,OFFICES AND PREMISES,3rd Floor,Ridgemount House,Bede Way,Peterlee,Co Durham,SR8 1BU,20160304
PET0107053420,OFFICES AND PREMISES,Gnd Floor,Ridgemount House,Bede Way,Peterlee,Co Durham,SR8 1BU,20151202
PET0107053431,OFFICES AND PREMISES,1st Flr Ridgemount House,Bede Way,Peterlee,Co Durham,,SR8 1BU,20151202
PET0107057000,SHOP AND PREMISES,McColls within Bus Station,Bede Way,Peterlee,Co Durham,,SR8 1BU,20050109
PET0478051600,RESTAURANT AND PREMISES,3 Durham Way,Peterlee,Co Durham,,,SR8 1QB,20170401
PET0518010800,SHOP AND PREMISES,108 Edenhill Road,Peterlee,Co Durham,,,SR8 5DE,20121130
PET0559050600,RETAIL WAREHOUSE AND PREMISES,Brunswick Shoe Warehouse,Essington Way,Peterlee,Co Durham,,SR8 2BL,20021209
PET0708050200,COMMUNITY CENTRE AND PREMISES,Youth Club,Hailsham Place,Peterlee,Co Durham,,SR8 1AB,20161223
PET0708050900,SHOP AND PREMISES,Unit 4,Hailsham Place,Peterlee,Co Durham,,SR8 1AS,20170303
PET1122030000,DAY CARE CENTRE AND PREMISES,Hawthorns Day Care Centre,O'Neill Drive,Peterlee,Co Durham,,SR8 5UQ,20170101
PET1171001850,FACTORY AND PREMISES,5A Parsons Road,Peterlee,Co Durham,,,SR8 5AN,20140101
PET1530000600,SHOP AND PREMISES,6 The Chare,Peterlee,Co Durham,,,SR8 1AE,20170228
PET1530001200,SHOP AND PREMISES,12 The Chare,Peterlee,Co Durham,,,SR8 1AE,20170330
PET1530002500,SHOP AND PREMISES,25 The Chare,Peterlee,Co Durham,,,SR8 1AE,20161215
PET1530002700,SHOP AND PREMISES,27 The Chare,Peterlee,Co Durham,,,SR8 1AE,20130618
PET1530002800,SHOP AND PREMISES,28 The Chare,Peterlee,Co Durham,,,SR8 1AE,20170224
PET1553501805,SHOP AND PREMISES,18 The Upper Chare,Peterlee,Co Durham,,,SR8 1BW,20170315
PET1616000400,SHOP AND PREMISES,4 Upper Yoden Way,Peterlee,Co Durham,,,SR8 1AX,20161030
PET1616000780,STORE AND PREMISES,R/O 7-8 Upper Yoden Way,Peterlee,Co Durham,,,SR8 1AL,20100601
PET1616001000,SHOP AND PREMISES,10 Upper Yoden Way,Peterlee,Co Durham,,,SR8 1AX,20170309
PET1616001100,SHOP AND PREMISES,11 Upper Yoden Way,Peterlee,Co Durham,,,SR8 1AX,20170203
PET1616001300,SHOP AND PREMISES,13 Upper Yoden Way,Peterlee,Co Durham,,,SR8 1AX,20170114
PET1788500201,OFFICES AND PREMISES,First Floor,2A Yoden Way,Peterlee,Co Durham,,SR8 1BP,20170123
PET1788501750,SHOP AND PREMISES,15-16 Yoden Way,Peterlee,Co Durham,,,SR8 1BP,20160817
PET1788502503,OFFICES AND PREMISES,Suite 302 3rd Flr,25 Yoden Way,Peterlee,Co Durham,,SR8 1BP,20130905
PET1788502504,OFFICES AND PREMISES,Suite 301,Third Floor,25 Yoden Way,Peterlee,Co Durham,SR8 1BP,20170109
PET1788502505,OFFICES AND PREMISES,Suite 201 Second Floor,25 Yoden Way,Peterlee,Co Durham,,SR8 1AL,20170321
PET1788551804,OFFICES AND PREMISES,ESMI,3rd Floor Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788552000,OFFICES AND PREMISES,Level 4,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788553200,OFFICES AND PREMISES,DISC LTD,2nd Floor Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788555607,OFFICE,Room 7   2nd Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20040901
PET1788556400,OFFICES,Rooms 1 & 2 4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788556600,OFFICES AND PREMISES,Rooms 910 & 11  6th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788556800,OFFICES AND PREMISES,3rd Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788556900,OFFICES AND PREMISES,District of Easington,Community Safety,3rd Floor   Lee House,Yoden Way,Petelee  Co Durham,SR8 1BB,20160121
PET1788557700,OFFICE,Room 3  4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20090828
PET1788558850,OFFICES AND PREMISES,Rooms 1-8  5th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788558900,OFFICES AND PREMISES,Rooms 4 & 5  4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788558950,OFFICES AND PREMISES,Rooms 14 & 14A  4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788558990,OFFICES AND PREMISES,Rooms 9-13 4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788559200,OFFICE AND PREMISES,Room 7  4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788559300,OFFICE,Room 8  4th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20130129
PET1788559400,OFFICES AND PREMISES,Rooms 10-21  5th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788559810,OFFICES AND PREMISES,Rooms 1 & 2  2nd Flr,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20061120
PET1788559820,OFFICE AND PREMISES,Room 3 2nd Flr,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20090401
PET1788559900,STORE,Age Concern Store at,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20070401
PET1788559930,OFFICES AND PREMISES,Rooms 7 & 8 6th Frl,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788559950,STORE AND PREMISES,Vacant Store at,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20040701
PET1788559960,OFFICES AND PREMISES,Rooms 4-6  2nd Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160805
PET1788559970,OFFICE AND PREMISES,Room 2 6th Floor,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20060930
PET1788559980,OFFICES AND PREMISES,Rooms 3 & 3A 6th Flr,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20160121
PET1788559990,OFFICE AND PREMISES,Room 4 6th Flr,Lee House,Yoden Way,Peterlee,Co Durham,SR8 1BB,20060930
S000350269010022,WORKSHOP AND PREMISES,Units 14-15 Avenue Three,Chilton Industrial Estate,Chilton,Ferryhill,Co Durham,DL17 0PB,20161130
S000350269010032,WORKSHOP AND PREMISES,Unit 16 Avenue Three,Chilton Industrial Estate,Chilton,Ferryhill,Co Durham,DL17 0PB,20161130
S000650136010021,GARAGE AND PREMISES,Connaughton Contractors,Feversham Terrace,Chilton Lane,Ferryhill,Co Durham,DL17 0EA,20160808
S000650137700001,LAND USED FOR STORAGE AND PREMISES,T W Walton R/o,Eldon Terrace,Chilton Lane,Ferryhill,Co Durham,DL17 0AW,20140201
S000750290810112,HANGARS AND PREMISES,Hangars 7 & 8,Fishburn Airfield,Garmondsway,Ferryhill,Co Durham,DL17 9DY,20170201
S000850007210100,OFFICE AND PREMISES,Office 4 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20160801
S000850007210110,OFFICE AND PREMISES,Office 5 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20160801
S000850007210120,OFFICE AND PREMISES,Office 6 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20150418
S000850007210160,OFFICE AND PREMISES,Office 10 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20150418
S000850007210170,OFFICE AND PREMISES,Office 11 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20170101
S000850007210180,OFFICE AND PREMISES,Office 12 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20170101
S000850007210190,OFFICE AND PREMISES,Office 13 Block 3/G,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20170101
S000850007210230,OFFICE AND PREMISES,Block 3/1 Suite 4,Bede House St Cuthberts Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6DX,20160201
S000850012210150,OFFICES AND PREMISES,Office F30,Evans Incubation Centre,Durham Way South,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XP,20160131
S000850012210160,OFFICES AND PREMISES,Office F30A,Evans Incubation Centre,Durham Way South,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XP,20160501
S000850012210170,OFFICES AND PREMISES,Office F31,Evans Incubation Centre,Durham Way South,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XP,20160201
S000850012210330,NOT RATED BY VALUATION OFFICE,Office 36A,Evans Incubation Centre,Durham Way South,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XP,20160301
S000850012210370,NOT RATED BY VALUATION OFFICE,Office F02A,Evans Incubation Centre,Durham Way South,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XP,20150801
S000850263300002,WORKSHOP AND PREMISES,Bldg 12/1 703e,Whinfield Drive,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6AU,20170218
S000850264510152,OFFICE AND PREMISES,Room 16,Blue Bridge Centre,Horndale Avenue,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DR,20150926
S000850264910112,WORKSHOP AND PREMISES,Unit 1,Bldg 12/b 375,Leaside North,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DU,
S000850265010062,WORKSHOP AND PREMISES,Unit 15,Northfield Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6EJ,20161118
S000850279100002,FACTORY AND PREMISES,Bldg 12/D 786,Unit 4,Walworth Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6XH,20170106
S000850280700222,WORKSHOP AND PREMISES,Bldg 12/b 766c/d Unit 22,Gurney Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6UJ,20150227
S000850280710012,WORKSHOP AND PREMISES,Units 6-8,Gurney Way,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6UJ,20150828
S000850284400002,OFFICES AND PREMISES,Room FA6,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130708
S000850284400182,OFFICES AND PREMISES,Rooms FA18-FA20,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130801
S000850284410002,OFFICES AND PREMISES,Room FA7,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130708
S000850284410012,OFFICES AND PREMISES,Room FA10,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130801
S000850284410052,OFFICES AND PREMISES,Room FA14,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130801
S000850284410072,OFFICES AND PREMISES,Room FA16,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130801
S000850284410082,OFFICES AND PREMISES,Room FA17,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20130801
S000850284410262,NOT RATED BY VALUATION OFFICE,Room FB5,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20170401
S000850284410272,NOT RATED BY VALUATION OFFICE,Room FB6,Technology Court,Bradbury Road,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6DA,20170401
S000850286210102,OFFICES AND PREMISES,Enterprise House Unit 17 Suite 9,Parsons Court,Welbury Way,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6ZE,20160901
S000850286210162,OFFICES AND PREMISES,Enterprise House Unit 18a,Parsons Court,Welbury Way,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6ZE,20170114
S000850286210172,OFFICES AND PREMISES,Enterprise House Unit 18b,Parsons Court,Welbury Way,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6ZE,20170114
S000850286210252,OFFICES AND PREMISES,Enterprise House Unit 17 Suites 5 & 6,Parsons Court,Welbury Way,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6ZE,20160930
S000850286210412,OFFICES AND PREMISES,Unit 16a Conference Room,Parsons Court,Welbury Way,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6ZE,20160701
S000850295110012,OFFICE AND PREMISES,Block 3/First Floor/ Unit I,St Cuthberts House,Durham Way North,Aycliffe Business Park,Co Durham,DL5 6YY,20141001
S000850295110022,OFFICES AND PREMISES,Block 2/First Floor/Unit A Offices 1-3,St Cuthberts House,Durham Way North,Aycliffe Business Park,Co Durham,DL5 6HW,20161031
S000850295110072,OFFICE AND PREMISES,Block 2/Ground Floor/Unit A Room 4,St Cuthberts House,Durham Way North,Aycliffe Business Park,Co Durham,DL5 6HW,20140501
S000850295110082,OFFICE AND PREMISES,Block 2/Ground Floor/Unit A Room 5,St Cuthberts House,Durham Way North,Aycliffe Business Park,Co Durham,DL5 6HW,20160501
S000850295110152,OFFICE AND PREMISES,Block 1/First Floor/Unit 3,St Cuthberts House,Durham Way North,Aycliffe Business Park,Co Durham,DL5 6DL,20160809
S000850301610023,WAREHOUSE AND PREMISES,D432,Unit 1,Langton Business Centre Durham ,Aycliffe Business Park,Newton Aycliffe Co Durham,DL5 6UY,20170106
S000850302010023,WORKSHOP AND PREMISES,Part Unit 1,Beaumont Square Durham Way South,Aycliffe Business Park,Newton Aycliffe,Co Durham,DL5 6XN,20130521
S000850311910023,OFFICES AND PREMISES,1st Floor,2 Beveridge Way,Newton Aycliffe,Co Durham,,DL5  4DP,20151014
S001150277010022,OFFICE AND PREMISES,Suite 5,Salters House,Salters Lane Industrial  Estate,Sedgefield,Stockton-On-Tees,TS21 3EE,20161031
S001250012110020,WAREHOUSE AND PREMISES,Unit 12,South Durham Business Centre,Dabble Duck Way,Shildon,Co Durham,DL4 2QN,20160801
S001250012110120,FACTORY AND PREMISES,Vacant,South West Durham Business Centre,Dabble Duck Way Dabble Duck Ind,Shildon,Co Durham,DL4 2QN,20160725
S001250012110170,NOT RATED BY VALUATION OFFICE,Vacant,South West Durham Business Centre,Dabble Duck Way Dabble Duck Ind,Shildon,Co Durham,DL4 2QN,20161101
S001250166610021,SHOP AND PREMISES (UNDERGOING ALTERATIONS),Unit 3,Jubilee Road,Shildon,Co Durham,,DL4  2AL,20150228
S001250262110022,WORKSHOP AND PREMISES,Unit 10J,Dabble Duck Ind Estate,Shildon,Co Durham,,DL4 2RA,20170301
S001250273310012,WORKSHOP AND PREMISES,Unit 15H,Hackworth Ind Park,Shildon,Co Durham,,DL4 1HF,20170206
S001250273310222,WORKSHOP AND PREMISES,Unit 9a,Hackworth Ind Park,Shildon,Co Durham,,DL4 1HG,20160421
S001250273310232,WORKSHOP AND PREMISES,Unit 9b,Hackworth Ind Park,Shildon,Co Durham,,DL4 1HG,20160421
S001350008610040,WAREHOUSE AND PREMISES,Unit 7,Meadowfield Avenue Green Lane Ind Est,Spennymoor,Co Durham,,DL16 6JF,20160321
S001350161600141,CAFE AND PREMISES,14 Holborn Street,Spennymoor,Co Durham,,,DL16 6QF,20130601
S001350161610091,SHOP AND PREMISES,9 Holborn Street,Spennymoor,Co Durham,,,DL16 6DJ,20161014
S001350282610022,WAREHOUSE AND PREMISES,Block A Unit 10,Merrington Lane Trading Estate,Spennymoor,Co Durham,,DL16 7XL,20151028
S001350282610082,OFFICES AND PREMISES,Pt Suite 5 1st Flr,Merrington House,Merrington Lane Trading Estate,Spennymoor,Co Durham,DL16 7LB,20160222
S001350294410002,WAREHOUSE AND PREMISES,Unit C,Enterprise City Green Lane,Spennymoor,Co Durham,,DL16 6JF,20150317
S001450144310001,GYMNASIUM AND PREMISES,Thai Boxing Gym,Rear Of Red Lion,Front Street North,Trimdon,Trimdon Station Co Durham,TS29 6AF,20150327
S001450345410013,STABLES AND PREMISES,Green Valley Stables,Salters Lane,Trimdon Grange,Trimdon Station,Co Durham,TS29 6GB,20150423
SAT1505060501ND,PUBLIC HOUSE AND PREMISES,Punch Bowl Inn,Satley,Bishop Auckland,Co Durham,,DL13 4HU,20161118
SEA0008050000,POST OFFICE AND PREMISES,Post Office,Adelaide Row,Seaham,Co Durham,,SR7 7EQ,20021128
SEA0030050000,STORE AND PREMISES,Alexandrina Street,Garage Site,Seaham,Co Durham,,,19950401
SEA0061050200,OFFICES AND PREMISES,Betting Office,Ash Crescent,Seaham,Co Durham,,SR7 7UE,19961007
SEA0208050000,SCHOOL AND PREMISES,Seaham School of Technology,Burnhall Drive,Seaham,Co Durham,,SR7 0EN,20170217
SEA0257050210,SHOP AND PREMISES,2 Castlereagh Road,Seaham,Co Durham,,,SR7 7AT,20030401
SEA0257050300,SHOP AND PREMISES,3 Castlereagh Road,Seaham,Co Durham,,,SR7 7AT,20100510
SEA0257050800,SHOP AND PREMISES,6 Castlereagh Road,Seaham,Co Durham,,,SR7 7AT,20060401
SEA0291004400,SHOP AND PREMISES,44 Church Street,Seaham,Co Durham,,,SR7 7HF,20160505
SEA0291005100,SHOP AND PREMISES,51 Church Street,Seaham,Co Durham,,,SR7 7HF,20160728
SEA0405600100,WAREHOUSE AND PREMISES,Unit 1,Dawdon Business Park,Blair Way,Seaham,Co Durham,SR7 7PP,20170315
SEA0405600410,WAREHOUSE AND PREMISES,4A Blair Way,Dawdon Business Park,Seaham,Co Durham,,SR7 7PP,20170210
SEA0512051400,BETTING SHOP AND PREMISES,Eastlea Road,Seaham,Co Durham,,,,19950401
SEA0600004300,PUBLIC HOUSE AND PREMISES,Volunteer Arms,43 Frances Street,Seaham,Co Durham,,SR7 7JF,20131016
SEA0882000305,WAREHOUSE AND PREMISES,Unit 3,Kingfisher Ind Estate,Station Road,Seaham,Co Durham,SR7 OAY,
SEA0948001300,SHOP AND PREMISES,13 Lord Street,Seaham,Co Durham,,,SR7 7JH,19950401
SEA0989001000,SURGERY AND PREMISES,Marlborough Surgery,10 Marlborough,Seaham,Co Durham,,SR7 7SA,20120720
SEA1106050000,CLUB AND PREMISES,Harkers Bar,North Terrace,Seaham,Co Durham,,SR7 7EU,20161125
SEA1106050500,PUBLIC HOUSE AND PREMISES,Lord Byron Public House,North Terrace,Seaham,Co Durham,,SR7 7EU,20150901
SEA1168005100,SHOP AND PREMISES,51a Parkside Crescent,Seaham,Co Durham,,,SR7 7UQ,20140331
SEA1229001601,SHOP AND PREMISES,16 Queen Alexandra Road,Seaham,Co Durham,,,SR7 7QZ,20150705
SEA1319050000,WORKSHOP AND PREMISES,Unit 1D,Seaham Grange Ind Est,Seaham,Co Durham,,SR7 0PW,20170110
SEA1319051225,WAREHOUSE AND PREMISES,Unit 1C Chipchase Court,Seaham Grange Ind Est,Seaham,Co Durham,,SR7 0PP,20161205
SEA1319053600,WORKSHOP AND PREMISES,Unit 2,Byron House,Seaham Grange Industirial Estat,Seaham,Co Durham,SR7 0PY,
SEA1319053800,WORKSHOP AND PREMISES.,Unit 3,Byron House,Seaham Grange Industrial Estate,Seaham,Co Durham,SR7 0PY,20170224
SEA1319060100,OFFICES AND PREMISES,Suite 6,Byron House,Seaham Grange Industrial Estate,Seaham,Co Durham,SR7 0PY,20130301
SEA1319060400,OFFICES AND PREMISES,Suite 3,Byron House,Seaham Grange Ind Est,Seaham,Co Durham,SR7 0PY,20161124
SEA1319061000,OFFICES AND PREMISES,Suite 7,Byron House,Seaham Grange Industrial Estate,Seaham,Co Durham,SR7 0PY,20140117
SEA1321052540,OFFICE AND PREMISES,Office 2  Seaham Depot,Cargo Durham Distribution Centre,Seaham,Co Durham,,SR7 7NZ,20151019
SEA1392051000,PUBLIC HOUSE AND PREMISES,The Inn Between,South Railway Street,Seaham,Co Durham,,SR7 7EN,20120801
